i,j,ckt_id
258936,1089,1
258936,1400,1
258937,257085,1
258938,1156,2
258940,259202,1
258943,257088,F1
258943,257089,F2
258944,257090,1
258944,259019,1
258945,258955,1
258945,259144,1
258946,258709,1
258948,258949,1
258950,1306,3
258950,1307,1
258950,1407,1
258950,259084,1
258950,259892,1
258951,1377,1
258951,259826,1
258952,262014,31
258952,262014,32
258953,1536,3
258953,259118,2
258955,1384,1
258958,1366,1
258959,259057,1
258962,1385,1
258965,257108,F1
258968,1415,1
258970,259059,1
258972,1392,3
258972,259094,1
258973,1440,1
258974,259050,1
258975,259167,1
258975,259245,1
258978,257151,1
258978,259208,1
258978,259209,1
258979,258980,1
258980,259013,1
258983,258984,2
258985,258936,3
258986,1402,1
258987,1403,1
258991,1404,2
258993,257130,F1
258995,1406,1
258996,262036,1
258999,1409,1
258999,259729,1
259000,1527,1
259000,259031,1
259001,1471,1
259004,257100,F1
259004,259018,1
259005,1415,1
259008,1471,1
259009,259170,1
259009,260047,1
259010,1417,1
259010,259360,1
259014,1418,2
259015,1293,2
259015,259124,3
259016,259074,1
259017,257144,1
259018,1421,1
259018,1444,1
259018,259418,1
259019,257141,1
259019,259136,1
259020,257145,1
259020,259156,1
259023,258587,1
259023,259045,1
259023,259722,1
259025,259065,1
259026,1426,1
259026,257148,F1
259030,259104,1
259031,257152,1
259032,259221,1
259033,259097,1
259034,262500,1
259035,259233,1
259036,257153,1
259037,257154,F2
259037,259038,Z1
259037,259104,1
259038,257071,1
259040,1431,1
259040,259758,2
259042,259786,1
259043,1437,1
259044,1438,2
259044,259045,1
259045,259205,1
259046,1440,1
259047,256774,1
259047,257018,F1
259047,257019,F2
259047,257020,F3
259048,256793,1
259050,257167,1
259051,1194,1
259053,257168,1
259053,258327,1
259054,1445,1
259055,257169,1
259055,258634,1
259056,259115,1
259057,257170,1
259059,258534,1
259060,1455,2
259060,259843,1
259061,1456,1
259064,257178,1
259068,1321,2
259068,259840,1
259069,259904,1
259070,258674,1
259071,1453,3
259071,1454,2
259071,259072,1
259075,259180,1
259075,259218,1
259077,259707,1
259079,1460,1
259082,1230,1
259082,1464,1
259082,259724,1
259085,259084,1
259090,257134,1
259090,259089,1
259092,1467,3
259093,259167,1
259095,1224,1
259095,259096,1
259097,257183,1
259099,257186,1
259100,256258,1
259101,1319,1
259102,1470,2
259103,1471,1
259104,259109,1
259105,1472,1
259107,1473,1
259110,1325,1
259110,258504,1
259110,258935,1
259111,1479,1
259113,257191,1
259119,259806,1
259120,1492,2
259120,259672,1
259120,259818,1
259121,1270,1
259121,259192,1
259124,1478,1
259125,1482,1
259126,1482,2
259126,258191,1
259131,259363,1
259131,259874,1
259133,1500,1
259136,257197,1
259136,259161,2
259137,1402,1
259137,259113,1
259138,1497,1
259138,262510,2
259140,1497,1
259140,262509,1
259145,1466,1
259145,1488,1
259148,1493,1
259149,262504,1
259150,259151,2
259153,1501,1
259157,1503,2
259157,1504,1
259157,259162,1
259159,258932,2
259159,259807,1
259160,1163,1
259161,1505,1
259167,260122,1
259171,259172,2
259172,1509,1
259174,259842,1
259177,259127,1
259177,259189,1
259179,1078,1
259179,1079,3
259180,1513,2
259181,1516,1
259182,1517,1
259185,259186,1
259187,1476,1
259191,1522,1
259193,1528,1
259193,259932,Z1
259194,1527,2
259195,1118,2
259195,258996,1
259198,259190,1
259199,257232,1
259200,1298,1
259200,259202,1
259205,257237,1
259210,259749,1
259211,259250,1
259212,1518,1
259212,259844,1
259212,259845,2
259213,259434,1
259214,1301,1
259215,1287,1
259215,258969,1
259217,1430,1
259219,1090,1
259219,1464,1
259221,1464,1
259224,1122,1
259225,259070,1
259225,259071,1
259225,259224,1
259227,1480,1
259227,259170,1
259230,259231,1
259230,259232,1
259230,259746,1
259231,259229,1
259232,1309,1
259232,256954,1
259233,259237,1
259235,1411,1
259235,259233,1
259235,259236,1
259238,259170,1
259242,256330,1
259242,258378,1
259242,259254,1
259243,259244,1
259243,259251,1
259246,1378,1
259246,259247,1
259248,259858,2
259249,259243,1
259250,1511,1
259251,259093,1
259251,259167,1
259252,1511,1
259254,259255,1
259255,256706,1
259259,1219,1
259261,258614,1
259261,258899,1
259261,259031,1
259262,258404,1
259264,259263,1
259265,259266,1
259267,258381,1
259267,259265,1
259268,1440,1
259268,256526,1
259270,1281,1
259270,259704,2
259271,1488,1
259271,259166,1
259273,1030,1
259273,258677,1
259274,258722,1
259274,258866,1
259276,258824,1
259276,259162,1
259283,258860,1
259284,259290,1
259285,259290,1
259286,258110,1
259286,258248,1
259290,259977,Z1
259292,259283,1
259292,259284,1
259292,259298,1
259298,259285,1
259303,1189,1
259306,257235,1
259306,258817,1
259316,259196,1
259317,258447,1
259317,258838,1
259317,259382,1
259320,1273,1
259320,259337,1
259321,256771,1
259321,259320,F1
259322,256344,1
259324,257060,1
259325,1481,1
259325,259338,1
259326,259327,F1
259327,1014,1
259327,258224,1
259329,258481,1
259336,256520,1
259337,259324,1
259338,1310,2
259338,258635,2
259360,258777,1
259362,259108,2
259366,258776,1
259369,1475,1
259372,258756,1
259382,262526,1
259394,1437,1
259398,262527,1
259399,1086,1
259405,259406,1
259413,259189,1
259431,256539,1
259433,258907,1
259440,258965,1
259440,262528,1
259443,259445,1
259456,262531,1
259557,258405,1
259576,257116,1
259576,258232,1
259583,263447,1
259605,258404,1
259607,256066,1
259607,258270,F1
259615,1446,2
259616,259087,1
259656,1118,1
259656,259657,1
259657,1375,1
259657,259931,1
259661,1118,1
259661,1194,1
259662,258993,1
259663,259662,F1
259672,1492,1
259674,256630,1
259684,256478,F2
259685,256477,F1
259685,256760,1
259692,258216,F1
259699,258284,1
259699,259700,1
259710,1016,1
259711,1130,2
259711,256410,3
259711,259718,5
259719,257046,1
259719,259729,2
259729,259730,1
259731,1177,1
259732,259734,1
259737,257132,1
259737,259738,1
259740,1291,1
259740,256965,1
259741,1188,1
259744,1291,1
259746,1374,1
259747,258706,1
259750,259762,1
259750,259772,1
259760,1035,1
259760,1185,2
259760,1186,1
259761,258846,1
259761,259777,1
259762,259765,1
259763,1315,1
259763,258744,1
259763,259764,1
259765,258880,1
259769,257095,1
259770,1390,1
259771,1390,1
259775,1495,1
259776,1495,2
259777,1235,1
259780,1045,2
259780,256670,1
259781,1175,1
259781,259785,1
259782,259783,1
259784,1457,2
259785,1271,1
259785,259749,1
259786,1435,1
259788,258363,1
259789,259790,1
259790,1434,2
259790,259802,1
259792,1351,2
259793,1412,1
259793,259808,2
259796,1351,1
259796,1352,1
259796,259799,1
259800,260027,1
259800,262569,1
259810,259005,1
259810,259813,1
259813,258775,1
259815,256426,1
259815,259817,1
259816,1273,2
259816,259337,1
259816,259822,1
259817,259821,1
259821,257179,1
259821,259823,1
259823,259819,1
259833,1517,1
259833,258731,1
259833,259215,2
259836,259839,1
259839,1382,A
259846,1525,1
259848,1279,1
259848,259847,2
259849,259848,3
259852,1525,1
259854,259857,1
259855,258307,1
259855,259860,2
259856,259859,1
259858,259246,1
259860,259863,1
259861,259866,1
259861,259868,1
259862,259252,1
259862,259872,1
259867,259869,1
259869,257211,1
259869,259856,1
259871,258930,1
259871,259872,1
259876,256329,1
259876,259877,1
259876,259892,1
259878,259875,2
259880,1350,1
259882,258652,1
259882,259893,1
259885,257241,1
259885,259888,1
259889,258986,1
259895,1540,2
259895,259896,3
259899,259900,1
259900,258782,Z1
259903,1537,1
259905,1486,2
259905,258579,1
259906,258227,1
259906,259911,1
259907,259741,1
259907,259746,1
259908,259038,1
259909,259910,1
259911,259909,1
259912,259920,2
259913,258236,1
259914,1050,1
259914,259195,2
259914,259927,1
259915,257009,1
259917,1312,1
259917,1528,1
259917,259926,2
259918,259912,1
259918,259919,2
259919,1158,3
259919,259920,1
259920,1389,1
259922,259921,1
259922,259932,1
259923,259915,2
259923,259929,1
259927,257230,1
259929,257059,1
259932,1531,2
259934,259191,1
259934,260035,1
259937,259947,1
259938,1367,2
259938,259947,1
259941,1244,1
259941,258708,2
259942,1218,1
259943,259938,1
259947,259955,1
259950,259074,2
259954,259955,1
259956,259954,1
259957,1115,1
259957,258480,EG
259961,259054,1
259961,259139,1
259961,259962,1
259963,259979,1
259966,259965,1
259971,1533,1
259972,1066,1
259972,259971,1
259974,259003,1
259974,259976,1
259975,1254,1
259977,259973,1
259978,259981,1
259979,259981,1
259983,256295,1
259983,259984,F1
259984,257045,1
259984,257096,1
259984,258231,1
259984,258276,1
259984,259432,1
260008,258650,1
260009,260008,1
260010,1405,1
260019,258907,1
260031,258668,1
260031,258916,1
260047,260048,1
260110,1498,1
260122,258384,1
260122,262600,1
262000,262008,3
262001,262009,4
262002,262015,1
262002,262016,2
262003,1541,U4
262003,1542,U5
262003,1543,U6
262005,262034,1
262006,262007,S
262011,256421,1
262012,1691,1
262013,1692,1
262511,262509,1
262521,258159,1
263300,263370,1
263300,263373,1
263303,1359,1
263303,263331,1
263303,263436,1
263303,263625,1
263303,263658,1
263306,263332,1
263306,263405,1
263306,263760,1
263307,263422,1
263307,263754,1
263307,263755,1
263307,263756,1
263308,1419,1
263308,263372,1
263308,263761,1
263310,263408,1
263310,263594,1
263311,263441,1
263311,263456,1
263312,263346,1
263312,263590,1
263313,263314,2
263313,263341,Z1
263313,263423,1
263313,263573,1
263314,1239,1
263316,263332,1
263316,263339,1
263317,256883,1
263317,263402,1
263318,1359,1
263318,263414,1
263318,263612,1
263319,263452,1
263319,263668,1
263320,263321,1
263320,263338,1
263321,263326,1
263322,1143,1
263323,263411,2
263324,263325,1
263324,263444,1
263324,263586,1
263325,263391,1
263326,263421,1
263327,263595,1
263327,263629,1
263329,263336,1
263329,263424,1
263330,263414,1
263330,263631,1
263334,263421,1
263335,263402,1
263335,263666,1
263336,263444,1
263337,263398,1
263337,263416,1
263337,263597,1
263340,263420,1
263341,263315,1
263344,256535,MP
263344,263345,1
263344,263402,1
263346,263343,1
263347,263312,1
263347,263359,1
263349,263357,1
263350,263356,1
263351,263360,1
263352,263417,1
263352,263426,1
263353,263304,1
263353,263417,1
263354,256867,1
263354,263355,1
263354,263428,1
263355,263358,1
263357,263581,1
263358,263304,1
263360,263304,1
263362,263367,1
263362,263377,1
263363,263362,1
263364,263356,1
263364,263427,1
263364,263428,1
263365,1179,1
263365,263307,1
263366,263371,1
263366,263377,1
263367,263370,1
263368,263348,1
263371,263432,1
263372,263392,1
263373,263392,1
263378,263396,1
263378,263442,1
263379,263391,1
263379,263558,1
263380,263301,1
263380,263395,1
263381,263426,1
263381,263432,1
263382,263383,1
263382,263386,1
263382,263578,1
263383,263394,1
263383,263566,1
263384,263406,2
263384,263437,1
263385,263390,1
263386,263301,1
263387,263389,1
263387,263424,1
263388,263395,1
263388,263437,1
263390,263389,1
263390,263394,1
263390,263448,1
263396,263334,1
263396,263619,1
263398,263401,1
263399,263403,1
263399,263457,1
263401,263404,1
263403,263596,1
263404,263403,1
263405,263338,1
263406,263331,1
263406,263384,1
263407,263408,1
263410,263409,1
263411,263305,1
263411,263409,1
263411,263410,1
263412,263435,1
263413,1420,1
263413,263315,1
263414,263456,1
263416,263359,1
263418,263357,1
263419,263401,1
263420,263620,1
263425,263407,1
263425,263420,1
263425,263588,1
263425,263607,1
263430,1179,Z1
263434,263400,1
263434,263412,1
263434,263601,1
263435,263314,1
263435,263593,1
263436,263327,1
263439,263301,1
263439,263378,1
263441,263343,1
263442,263303,1
263442,263602,Z1
263445,263629,1
263445,263762,1
263445,263762,2
263447,263415,1
263449,263379,1
263449,263385,1
263451,263362,1
263451,263770,1
263452,1420,2
263453,263301,1
263453,263753,1
263456,257242,1
263457,263400,1
263457,263626,1
263459,263588,1
263552,263370,1
263553,263392,1
263554,263426,1
263556,263367,1
263556,263669,1
263559,1420,1
263560,263353,1
263561,263399,1
263562,263310,1
263562,263423,1
263564,263385,1
263567,256366,1
263569,263381,1
263569,263598,1
263570,263629,1
263571,263371,1
263572,263573,1
263573,263576,1
263574,263418,1
263575,263372,1
263583,263329,1
263584,263602,1
263585,263331,1
263589,263334,1
263599,263394,1
263600,263395,1
263604,263602,1
263606,263365,1
263608,263669,1
263609,263356,1
263610,263577,1
263610,263592,1
263610,263594,1
263611,263304,1
263611,263568,1
263613,263631,1
263614,263386,1
263617,263392,1
263617,263582,1
263622,263437,1
263625,263750,1
263625,263751,1
263630,263413,1
263650,256990,1
263650,256990,2
263650,263364,1
263650,263661,1
263653,263336,1
263653,263415,1
263655,256773,1
263656,1343,1
263657,263359,1
263660,263453,1
263661,1295,1
263661,263662,1
263662,263307,1
263662,263307,F5
263664,263341,1
263666,263400,1
263667,263409,1
263668,263445,1
263670,263300,1
263671,263359,1
263672,263379,1
263673,263448,1
263673,263757,1
263705,1143,1
263705,1414,1
263705,263447,1
263768,256599,1
263768,263766,1
263769,256599,1
263769,263767,1
263770,263774,1
263774,263368,1
263800,263812,1
263800,263813,1
263801,256679,F1
263801,256679,F2
263801,256679,F3
263801,263838,1
263801,263854,1
263803,263804,1
263804,263809,1
263808,1328,2
263809,1328,1
263809,263800,1
263811,256237,1
263811,263803,1
263811,263810,1
263811,263838,1
263812,263876,2
263813,263808,1
263838,263836,1
263838,263837,1
263854,263809,1
263862,256661,_1
263864,256661,_2
263864,256666,X1
263872,256657,_3
263872,256667,X2
263874,256657,_4
263876,263800,1
263876,263800,2
263876,263810,1
263880,256237,1
263880,263812,1
264500,268892,1
264500,268900,1
264500,268901,1
264500,268901,2
264502,1703,1
264503,1724,1
264503,1890,1
264503,265140,1
264503,265140,2
264505,268862,3
264508,268925,1
264509,1816,1
264509,265021,1
264509,265021,2
264509,268773,2
264509,268870,1
264509,268960,1
264509,269097,1
264510,268714,1
264512,1711,10
264512,1902,4
264516,256203,1_
264516,256230,2_
264516,264744,1
264516,265291,1
264517,1657,2
264517,1658,1
264517,1659,3
264517,264674,1
264517,264965,1
264521,1744,Z1
264521,1823,1
264521,264680,2
264521,265159,1
264521,265623,Z1
264523,265182,1
264524,268510,1
264525,1760,B1
264525,256634,B3
264526,1663,Z1
264526,265087,1
264526,265257,S
264526,268516,1
264527,1664,1
264527,264545,1
264527,268515,1
264528,265218,1
264530,256364,2_
264530,256367,3_
264530,264983,1
264530,265651,1
264531,264630,1
264531,265140,1
264531,268527,1
264531,268527,2
264533,264739,1
264533,264779,1
264533,264788,1
264533,265151,1
264533,265151,2
264534,1774,1
264534,264831,1
264534,264832,1
264534,264954,1
264534,264999,Z1
264534,265514,1
264535,256343,_2
264535,265151,1
264535,265656,1
264536,264776,1
264536,265228,1
264536,265269,1
264536,268537,1
264536,268537,2
264537,264540,1
264540,264933,1
264540,265013,1
264543,264804,1
264543,265069,Z1
264543,268563,1
264543,268563,2
264545,264801,1
264545,265006,1
264545,265127,Z1
264545,265129,1
264548,265248,1
264548,265648,Z1
264554,264607,1
264554,265656,2
264554,268586,1
264554,268586,2
264554,268586,3
264556,265228,1
264557,264931,2
264559,256403,1
264559,264605,1
264563,265277,1
264563,265318,1
264564,264563,1
264565,264617,1
264565,264670,1
264567,1746,1
264567,265154,1
264571,1830,1
264573,264585,1
264573,264719,1
264573,265110,1
264573,265111,1
264573,265315,1
264574,264573,1
264575,265054,1
264575,265109,1
264577,264965,1
264580,264664,1
264580,264750,3
264580,264841,1
264580,265587,1
264580,265611,1
264581,256622,1
264581,256627,2
264581,265153,1
264582,264965,1
264584,264906,1
264587,265281,1
264588,264732,1
264588,265206,1
264588,268634,1
264590,264670,1
264591,264655,1
264592,264965,1
264593,264693,1
264594,264613,1
264595,265267,Z1
264595,268636,1
264595,268636,2
264598,264599,1
264598,265318,1
264599,264692,1
264599,264889,1
264601,265633,1
264601,269414,1
264602,265316,1
264602,269415,1
264604,1665,1
264604,264656,1
264604,264746,1
264604,264855,1
264604,264856,1
